coiid,ecoclassidPES,mukey
637876,R018XY999CA,463334
637878,R018XC999CA,463335
637880,R018XY999CA,463336
635465,R018XI999CA,462340
2335577,R018XY999CA,460698
627218,R018XA999CA,459955
627223,R018XA999CA,459956
635467,F022AI201CA,462342
635001,R018XI999CA,462214
635468,F022AI201CA,462343
629114,R018XA999CA,460699
629119,R018XA999CA,460700
627233,R018XA999CA,459958
627238,R018XA999CA,459959
629127,R018XA999CA,460702
627243,R018XA999CA,459960
627248,R018XA999CA,459961
637216,R018XI999CA,462983
629132,R018XA999CA,460703
637218,R018XI999CA,462984
2450544,R018XA999CA,460704
637220,R018XI999CA,462985
629139,R018XA999CA,460705
637222,R018XI999CA,462986
2450533,R018XA999CA,460706
640820,R018XC999CA,464236
640823,R018XC999CA,464237
627807,R018XI999CA,460194
627809,R018XI999CA,460195
629148,R018XA999CA,460707
635012,R018XI999CA,462216
627811,R018XI999CA,460196
637225,R018XI999CA,462989
640825,R018XC999CA,464238
637227,R018XI999CA,462990
640827,R018XC999CA,464239
640829,R018XY999CA,464240
627261,R018XA999CA,459966
627816,R018XI999CA,460199
627817,R018XI999CA,460200
629163,R018XY999CA,460710
629166,R018XY999CA,460711
627266,R018XA999CA,459967
2450533,R018XA999CA,459968
629169,R018XY999CA,460712
627277,R018XA999CA,459969
629171,R018XY999CA,460713
635043,R018XI999CA,462222
627283,R018XA999CA,459970
635049,R018XI999CA,462223
629173,R018XY999CA,460714
640839,R018XY999CA,464245
627289,R018XA999CA,459973
635056,R018XI999CA,462224
627292,R018XA999CA,459974
640842,R018XY999CA,464246
629175,R018XY999CA,460715
637923,R018XC999CA,463370
627823,R018XI999CA,460206
640844,R018XY999CA,464247
637925,R018XC999CA,463371
640846,R018XY999CA,464248
627297,F018XA203CA,459976
627301,F018XA203CA,459977
629185,R018XY999CA,460718
637927,R018XC999CA,463372
637929,R018XC999CA,463373
637931,R018XC999CA,463374
640848,R018XC101CA,464249
2503609,R018XC101CA,464250
640855,R018XC101CA,464252
629189,F018XA203CA,460719
640864,R018XC101CA,464255
627309,F018XA203CA,459979
629191,F018XA203CA,460720
641299,R018XC101CA,464421
641303,R018XC101CA,464422
2520997,R018XA999CA,460721
2521006,R018XA999CA,460722
637936,R018XC999CA,463376
637937,R018XC999CA,463376
641305,R018XC101CA,464423
641308,R018XC101CA,464424
627310,F018XA203CA,459980
629202,R018XA999CA,460723
638214,R018XC105CA,463545
638362,R018XC999CA,463583
638369,R018XC999CA,463584
638376,R018XC999CA,463585
2521002,,463377
629205,R018XA999CA,460724
635839,R018XI999CA,462554
637941,R018XC999CA,463378
2521010,,463378
635840,R018XI999CA,462555
637910,R018XC999CA,463358
640886,R018XC999CA,464263
640891,R018XC999CA,464264
640895,R018XC999CA,464265
640897,R018XC999CA,464266
640901,R018XC999CA,464267
629222,R018XY999CA,460728
637230,R018XI163CA,462993
637657,R018XC103CA,463265
637647,R018XI163CA,463262
637943,R018XC103CA,463379
637232,R018XI163CA,462994
637649,R018XI163CA,463263
637944,R018XC103CA,463380
637945,R018XC103CA,463381
637652,R018XI163CA,463264
637946,R018XC103CA,463382
637947,R018XC103CA,463383
637949,R018XC103CA,463384
2210896,,2766109
2210896,,2766110
635843,R018XI999CA,462558
635060,R018XI103CA,462225
635063,F022AI201CA,462226
635066,F022AI201CA,462227
635069,F022AI201CA,462228
635072,F022AI201CA,462229
627331,R018XA999CA,459986
640913,R018XC999CA,464271
640917,R018XY999CA,464273
640919,R018XY999CA,464274
640921,R018XC106CA,464275
640923,R018XC106CA,464276
627828,R018XI999CA,460209
640925,R018XC106CA,464277
637259,R018XI163CA,463017
635472,R018XI107CA,462346
635474,R018XI107CA,462347
635862,R018XI163CA,462577
635476,F018XI200CA,462348
635864,R018XI163CA,462578
640938,R018XC999CA,464281
635867,R018XI163CA,462579
635478,R018XI107CA,462349
635870,R018XI163CA,462580
635481,R018XI107CA,462350
640947,R018XC105CA,464284
2443096,R018XC105CA,464285
627341,R018XA999CA,459988
2443105,R018XC105CA,464286
640953,R018XC105CA,464287
638216,R018XC103CA,463547
638217,R018XC103CA,463548
640959,R018XC105CA,464290
640965,F018XC201CA,464291
635484,F022AI201CA,462351
627348,R018XA999CA,459990
635485,F022AI201CA,462352
638218,R018XC103CA,463549
640955,R018XC103CA,464288
640974,R018XC105CA,464294
635486,F022AI201CA,462353
640977,R018XC999CA,464295
640980,R018XC106CA,464296
640982,R018XC106CA,464297
640985,R018XC106CA,464298
640980,R018XC106CA,1674960
640988,R018XY999CA,464299
640990,R018XY999CA,464300
640995,R018XY999CA,464301
629272,F018XA203CA,460743
635487,F022AI201CA,462354
635489,F022AI201CA,462355
640998,R018XY999CA,464302
641001,R018XY999CA,464303
635491,R018XI999CA,462356
640957,R018XC103CA,464289
641030,R018XC105CA,464311
641033,R018XY999CA,464312
2280640,,463420
627352,R018XA999CA,459991
638034,R018XY999CA,463421
627361,R018XA999CA,459993
627367,R018XA103CA,459994
638035,R018XY999CA,463422
627372,R018XA999CA,459995
627375,R018XA999CA,459996
627379,R018XA999CA,459997
2280640,,464315
637283,R018XI999CA,463037
637284,R018XI999CA,463038
641043,R018XY999CA,464316
641050,R018XY999CA,464319
638041,R018XY999CA,463428
641056,R018XY999CA,464321
629286,F018XA201CA,460746
2450619,R018XA104CA,460747
641059,R018XY999CA,464322
641062,R018XY999CA,464323
635913,R018XI999CA,462597
638044,R018XC999CA,463431
638045,R018XC999CA,463432
638046,R018XC999CA,463433
638047,R018XC999CA,463434
627389,R018XA999CA,459999
629292,R018XA999CA,460748
629295,R018XA999CA,460749
641071,R018XC999CA,464326
641074,R018XC999CA,464327
641076,R018XC999CA,464328
638049,R018XC999CA,463436
627393,R018XA103CA,460000
627398,R018XA103CA,460001
641079,R018XC999CA,464329
637287,R018XI999CA,463040
638052,R018XY999CA,463439
635917,R018XI163CA,462601
635493,R018XI103CA,462357
637660,R018XI102CA,463266
627407,R018XY999CA,460003
641081,R018XC999CA,464330
635919,R018XI999CA,462602
637288,R018XI999CA,463041
638053,R018XY999CA,463440
637664,R018XI999CA,463267
641083,R018XC999CA,464331
635497,F022AI202CA,462358
635498,F022AI202CA,462359
635499,R018XI999CA,462360
637667,R018XI163CA,463268
641085,R018XC999CA,464332
635924,R018XI999CA,462607
637291,R018XI999CA,463043
638055,R018XY999CA,463442
635925,R018XI999CA,462608
635500,F022AI202CA,462361
635501,F022AI202CA,462362
635928,R018XI999CA,462612
635929,R018XI999CA,462613
641087,R018XC999CA,464333
637292,R018XI999CA,463044
638056,R018XY999CA,463443
627424,R018XY999CA,460008
641089,R018XC999CA,464334
638057,R018XY999CA,463444
635504,F022AI202CA,462363
635506,F022AI202CA,462364
635508,R018XI999CA,462365
627428,F018XA201CA,460009
629314,R018XA999CA,460754
638058,R018XY999CA,463445
627432,F018XA201CA,460010
629318,R018XA999CA,460755
635086,F022AI202CA,462233
635092,F022AI202CA,462234
635097,R018XI999CA,462235
627436,F018XA201CA,460011
638059,R018XY999CA,463446
635102,F022AI202CA,462236
641095,R018XC999CA,464337
638060,R018XY999CA,463447
638061,R018XY999CA,463448
635107,R018XI999CA,462237
635510,R018XI999CA,462366
641097,R018XC999CA,464338
635512,R018XY999CA,462367
641099,R018XC999CA,464339
638062,R018XY999CA,463449
635514,R018XY999CA,462368
641103,R018XC999CA,464340
638063,R018XY999CA,463450
627832,R018XI999CA,460212
627833,R018XI999CA,460213
635516,R018XY999CA,462369
627834,R018XI999CA,460214
638066,R018XC999CA,463451
638067,R018XC999CA,463452
635940,R018XI999CA,462624
627835,R018XI999CA,460215
641109,R018XC999CA,464343
637301,R018XI999CA,463053
627837,R018XI999CA,460216
627838,R018XI999CA,460217
638068,R018XC999CA,463453
635519,R018XY999CA,462370
637302,R018XI999CA,463054
638069,R018XC999CA,463454
638071,R018XC999CA,463455
641127,R018XC999CA,464352
641131,R018XC999CA,464354
641133,R018XC999CA,464355
637303,R018XI999CA,463055
635944,R018XI999CA,462628
641135,R018XI101CA,464356
635127,R018XI999CA,462241
641137,R018XY999CA,464358
637304,R018XI999CA,463056
635521,R018XY999CA,462371
635947,R018XI163CA,462631
629356,F018XA202CA,460763
635948,R018XI163CA,462632
638073,R018XC999CA,463456
629362,F018XA202CA,460764
641140,R018XC999CA,464359
641140,R018XC999CA,2370788
641143,R018XC999CA,464360
641145,R018XC999CA,464361
641148,R018XC999CA,464362
635949,R018XI163CA,462633
635950,R018XI163CA,462634
641150,R018XC999CA,464363
627442,R018XA999CA,460012
627446,R018XA103CA,460013
629372,R018XA103CA,460766
629375,R018XA103CA,460767
627450,R018XA103CA,460014
627454,R018XA103CA,460015
627458,R018XA999CA,460016
627461,R018XA999CA,460017
629378,R018XA999CA,460768
,R018XA999CA,
629386,F018XA203CA,460770
629391,F018XA203CA,460771
635133,R022AI101CA,462242
629396,R018XA104CA,460772
629402,R018XA104CA,460773
635524,R018XI107CA,462373
629408,R018XA104CA,460774
635526,R022AI101CA,462374
635529,R022AI101CA,462375
629418,R018XA104CA,460776
627464,R018XA999CA,460018
637670,R018XI999CA,463269
627468,R018XA999CA,460019
637673,R018XI999CA,463270
627472,R018XA999CA,460020
637676,R018XI999CA,463271
637679,R018XI999CA,463272
637682,R018XI999CA,463273
637686,R018XI999CA,463274
627476,R018XA999CA,460021
627480,R018XA999CA,460022
637690,R018XI999CA,463275
638077,R018XC999CA,463458
637695,R018XI999CA,463276
638079,R018XC999CA,463459
629424,R018XA999CA,460777
629428,R018XA999CA,460778
629432,R018XA999CA,460779
635531,R018XI999CA,462376
629436,R018XA999CA,460780
629440,R018XA999CA,460781
629444,R018XA999CA,460782
635533,F022AI201CA,462377
635534,F022AI201CA,462378
635535,F022AI201CA,462379
635536,F022AI201CA,462380
635537,F022AI201CA,462381
635538,F022AI201CA,462382
627840,R018XI999CA,460219
635539,F022AI201CA,462383
627841,R018XI999CA,460220
627842,R018XI999CA,460221
635541,F022AI201CA,462384
635543,F022AI201CA,462385
635545,F022AI202CA,462386
635547,F022AI202CA,462387
635136,R018XI999CA,462243
627844,R018XI999CA,460223
627846,R018XI999CA,460224
627848,R018XI999CA,460225
635148,R018XI999CA,462245
635549,F022AI201CA,462388
635155,R018XI999CA,462246
635159,R018XI999CA,462247
635163,R018XI999CA,462248
635167,R018XI999CA,462249
635172,R018XI999CA,462250
635178,R018XI999CA,462251
635551,F022AI201CA,462389
638081,R018XC999CA,463460
637310,R018XI999CA,463061
637312,R018XI999CA,463062
629471,R018XA999CA,460789
637315,R018XI999CA,463064
627509,R017XE999CA,460031
627514,R017XE999CA,460032
627518,R018XY999CA,460033
635952,R018XI164CA,462636
641153,R018XC105CA,464365
629475,R018XA999CA,460790
641155,R018XC105CA,464366
641388,R018XC105CA,464452
635954,R018XI164CA,462637
627521,R018XA999CA,460034
627526,R022BX999CA,460035
627531,F018XA202CA,460036
627536,F018XA202CA,460037
627541,R022BX999CA,460038
627546,F018XA202CA,460039
629479,R018XA999CA,460791
641157,R017XD999CA,464367
629482,R018XA999CA,460792
637318,R018XY999CA,463065
629502,R018XA999CA,460797
635555,R018XI999CA,462391
629505,R018XA999CA,460798
629511,R018XA999CA,460800
627559,R018XA999CA,460042
641393,R018XC105CA,464454
627567,R018XA999CA,460044
627571,R018XA999CA,460045
641452,R018XC105CA,464476
627575,R018XA999CA,460046
627581,R018XA999CA,460047
627585,R018XA999CA,460048
627589,R018XA999CA,460049
627592,R018XA999CA,460050
629541,R018XA999CA,460809
627596,R018XA999CA,460051
629544,R018XA999CA,460810
637336,R018XY999CA,463074
629548,R018XA999CA,460811
637338,R018XY999CA,463075
629552,R018XA999CA,460812
637342,R018XY999CA,463077
629555,R018XA999CA,460813
629561,R018XA999CA,460815
629564,R018XA999CA,460816
629570,R018XA999CA,460818
629573,R018XA999CA,460819
629576,R018XA999CA,460820
641174,R017XD999CA,464375
637346,R018XI999CA,463079
627850,R018XI999CA,460226
629579,R018XA999CA,460821
635183,R018XI999CA,462253
627599,R018XA999CA,460052
637713,R018XI999CA,463280
637713,R018XI999CA,1670192
637717,R018XI999CA,463281
637717,R018XI999CA,1670193
637347,R018XI999CA,463080
635564,F022AI201CA,462396
635187,R018XI999CA,462254
635192,R018XI999CA,462255
637720,R018XI999CA,463282
637725,R018XI999CA,463283
641178,R017XD999CA,464376
637348,R018XI999CA,463081
627613,R018XA999CA,460055
635565,F022AI201CA,462397
635197,R018XI999CA,462256
635567,F022AI201CA,462398
637729,R018XI999CA,463284
635201,R018XI999CA,462257
635569,F022AI201CA,462399
627851,R018XI999CA,460227
637349,R018XI999CA,463082
638094,R018XC999CA,463466
635966,R018XI999CA,462644
627620,R018XA999CA,460058
635571,F022AI201CA,462400
635572,R018XI999CA,462400
637733,R018XI999CA,463285
641184,R017XD999CA,464378
637351,R018XI999CA,463084
627624,R018XA999CA,460059
637737,R018XI999CA,463286
2247791,R018XA999CA,460061
627631,R018XA999CA,460062
637352,R018XI999CA,463085
637744,F022AI201CA,463288
627634,R018XA999CA,460063
635207,R018XI999CA,462258
627638,R018XA999CA,460064
637747,R018XC999CA,463289
637747,R018XC999CA,1670198
637353,R018XI999CA,463086
2450598,R018XA999CA,460065
635575,R022AI102CA,462402
635210,R018XI999CA,462259
635577,R022AI102CA,462403
629613,R018XA999CA,460830
629617,R018XA999CA,460831
629621,R018XA999CA,460832
627655,R018XY999CA,460068
638097,R018XC999CA,463467
629625,R018XA999CA,460833
635589,R018XI999CA,462407
627855,R018XI999CA,460229
629629,R018XA999CA,460834
2406374,R018XY999CA,460069
638098,R018XY999CA,463468
640968,R018XC103CA,464292
629633,R018XA999CA,460835
640971,R018XC103CA,464293
641027,R018XC103CA,464310
641204,R018XC103CA,464385
627659,R018XY999CA,460070
629636,R018XA999CA,460836
638099,R018XC999CA,463469
641209,R018XC103CA,464386
641211,R018XC103CA,464387
641214,R018XC103CA,464388
629640,R018XA999CA,460837
641223,R017XD999CA,464392
641225,R017XD999CA,464393
629644,R018XA999CA,460838
627660,R018XY999CA,460071
637361,R018XI999CA,463093
638100,R018XY999CA,463470
627661,R018XY999CA,460072
635596,R018XI999CA,462411
637362,R018XI999CA,463094
627860,R018XI999CA,460233
635215,R018XI999CA,462262
637363,R018XI999CA,463095
637364,R018XI999CA,463096
637365,R018XI999CA,463097
627861,R018XI999CA,460234
638101,R018XY999CA,463471
635224,R018XI999CA,462264
635599,R018XI999CA,462412
627862,R018XI999CA,460235
635600,R018XI999CA,462413
635975,R018XI999CA,462651
635976,R018XI999CA,462652
638102,R018XC999CA,463472
641227,R018XC101CA,464394
635977,R018XI999CA,462653
638104,R018XC999CA,463473
641229,R018XC101CA,464395
635978,R018XI999CA,462654
635228,R018XI999CA,462265
635606,F022AI201CA,462415
635611,F022AI201CA,462419
635615,F022AI201CA,462421
2450598,R018XA999CA,460851
2406374,R018XA999CA,460852
629702,R018XA999CA,460853
629705,R018XA999CA,460854
629714,R018XA999CA,460857
629717,R018XY999CA,460858
627662,R018XY999CA,460073
627666,R018XA999CA,460076
627671,F018XA201CA,460081
629798,R018XA999CA,460880
629806,R018XA999CA,460882
2450603,R018XA999CA,460884
629816,R018XA999CA,460885
635983,R018XI999CA,462659
638106,R018XC999CA,463474
635626,F018XI200CA,462424
637752,R018XC999CA,463290
638108,R018XC999CA,463476
635984,R018XI163CA,462660
627672,R018XA999CA,460082
635985,R018XI163CA,462661
627673,R018XA999CA,460083
635986,R018XI163CA,462662
635234,F018XI201CA,462266
635987,R018XI163CA,462663
635988,R018XI163CA,462664
638111,R018XC999CA,463479
635989,R018XI163CA,462665
638113,R018XC999CA,463480
635990,R018XI163CA,462666
627675,R018XA103CA,460085
635238,F018XI200CA,462267
638115,R018XC999CA,463481
637374,R018XI163CA,463106
637375,R018XI999CA,463107
2247758,R018XA999CA,2766128
629869,R018XA999CA,460902
637376,R018XI163CA,463108
637377,R018XI999CA,463109
638118,R018XY999CA,463484
637378,R018XI163CA,463110
641257,R017XD999CA,464407
641259,R017XD999CA,464408
637379,R018XI163CA,463111
641261,R018XC103CA,464409
635996,R018XI999CA,462672
637380,R018XI999CA,463112
637381,R018XI999CA,463113
641263,R017XD999CA,464410
635628,R018XI163CA,462425
637382,R018XI999CA,463114
641265,R017XD999CA,464411
637383,R018XI999CA,463115
641267,R017XD999CA,464412
637384,R018XI999CA,463116
641271,R017XD999CA,464413
2247832,F018XI208CA,2599260
635643,F018XI208CA,462431
629881,R018XA102CA,460905
629885,R018XA102CA,460906
629889,R018XA999CA,460907
629891,R018XA999CA,460908
629892,R018XA999CA,460908
636001,R018XI164CA,462675
636002,R018XI164CA,462676
636003,R018XI164CA,462677
636004,R018XI164CA,462678
637392,R018XI999CA,463122
638130,R018XC101CA,463493
636005,R018XI164CA,462679
636007,R018XI164CA,462680
638131,R018XC101CA,463494
638143,R018XC101CA,463501
641310,R018XC101CA,464425
641313,R018XC101CA,464426
641316,R018XC101CA,464427
638144,R018XC101CA,463502
636009,F018XI208CA,462681
637397,R018XI999CA,463127
638124,R018XY999CA,463490
636010,F018XI208CA,462682
637398,R018XI999CA,463128
638126,R018XY999CA,463491
637758,R018XI163CA,463291
637400,R018XI999CA,463130
635650,R018XI163CA,462434
636012,F018XI208CA,462684
637401,R018XI999CA,463131
636013,F018XI208CA,462685
635654,R018XI163CA,462435
635656,R018XI163CA,462436
627687,R018XA999CA,460097
640852,R018XC102CA,464251
636014,R018XI163CA,462686
637403,R018XI999CA,463133
640858,R018XC102CA,464253
636016,R018XI163CA,462687
638132,R018XC999CA,463495
636017,R018XI163CA,462688
638134,R018XC999CA,463496
635244,F018XI205CA,462269
637405,R018XI999CA,463135
635247,F018XI205CA,462270
635249,F018XI205CA,462271
637406,R018XI999CA,463136
635251,F018XI205CA,462272
638136,R018XC999CA,463497
635253,F018XI205CA,462273
635255,R018XI106CA,462274
637409,R018XI163CA,463139
641334,R017XD999CA,464434
637410,R018XI999CA,463140
638138,R018XC999CA,463498
635257,R018XI106CA,462275
635259,R018XI111CA,462276
638142,R018XC999CA,463500
627867,F018XI202CA,460237
641344,R017XD999CA,464437
640861,R018XC102CA,464254
635658,R018XI163CA,462437
640867,R018XC102CA,464256
2406378,R018XA999CA,460914
2406391,R018XA999CA,460915
629927,R018XA999CA,460916
627871,F018XI205CA,460239
627873,F018XI202CA,460240
627875,R018XI999CA,460241
637422,R018XI999CA,463152
636031,F018XI208CA,462698
635664,F018XI208CA,462439
636032,F018XI208CA,462699
2280637,,463508
636035,R018XI999CA,462701
637767,R018XC999CA,463294
637911,R018XC999CA,463359
637772,R018XC999CA,463295
637912,R018XC999CA,463360
637777,R018XC999CA,463296
637913,R018XC999CA,463361
637424,R018XI999CA,463154
635267,F022AI201CA,462278
637425,R018XI999CA,463155
635272,F022AI201CA,462279
635276,R018XI999CA,462280
637782,R018XC999CA,463297
640870,R018XC107CA,464257
627707,R018XA102CA,460115
637427,R018XI999CA,463157
637788,R018XC999CA,463298
635280,F022AI201CA,462281
627708,R018XA102CA,460116
629936,R018XA999CA,460921
627709,R018XA102CA,460117
627876,R018XI999CA,460242
629938,F018XA201CA,460922
637428,R018XI999CA,463158
641360,R018XD999CA,464443
641363,R018XD999CA,464444
627878,R018XI111CA,460243
627710,R018XA102CA,460118
637791,R018XC999CA,463299
635285,F022AI201CA,462282
635670,F018XI204CA,462443
641366,R018XD999CA,464445
640873,R018XC999CA,464258
640873,F018XC999CA,2370783
627711,R018XA999CA,460119
637796,R018XC999CA,463300
627712,R018XA999CA,460120
637802,R018XC999CA,463301
627880,F018XI202CA,460244
635672,F022AI201CA,462444
637431,R018XI999CA,463160
627881,F018XI202CA,460245
635293,F018XI205CA,462283
627882,F018XI202CA,460246
637433,R018XI999CA,463161
635300,F018XI205CA,462284
637435,R018XI999CA,463162
641372,R018XD999CA,464447
635674,F018XI205CA,462445
637436,R018XI999CA,463163
641375,R018XD999CA,464448
635678,F018XI205CA,462446
635304,F018XI205CA,462285
635680,F018XI205CA,462447
635682,F018XI205CA,462448
635683,F018XI205CA,462449
635684,F018XI204CA,462450
627718,R018XY999CA,460125
635685,F018XI205CA,462451
641378,R018XD999CA,464449
635690,F018XI205CA,462452
635692,F018XI205CA,462453
635694,F018XI205CA,462454
635311,F018XI205CA,462286
635695,F018XI205CA,462455
635696,F018XI205CA,462456
635318,R018XI105CA,462287
641382,R018XC999CA,464450
635324,R018XI999CA,462288
640876,R018XC107CA,464259
641386,R018XC999CA,464451
627883,F018XI202CA,460247
635329,R018XI999CA,462289
635698,F018XI204CA,462458
640876,R018XC999CA,2370784
627885,F018XI202CA,460248
635334,R018XI999CA,462290
635700,R018XI105CA,462459
627887,R018XI999CA,460249
641390,R018XC999CA,464453
627888,R018XI999CA,460250
640879,R018XC999CA,464260
627889,R018XI999CA,460251
635697,F018XI205CA,462457
627890,R018XI999CA,460252
635702,F018XI205CA,462460
627891,R018XI999CA,460253
635705,F018XI205CA,462461
641396,R022AI999CA,464455
636041,R018XI999CA,462704
637440,R018XI999CA,463167
635707,F022AI201CA,462462
636042,R018XI999CA,462705
637441,R018XI999CA,463168
640879,R018XC999CA,2370785
627725,R018XA999CA,460132
635708,F022AI201CA,462463
637443,R018XI999CA,463170
641400,F018XC201CA,464456
641400,R018XC999CA,2370791
627726,R018XA999CA,460133
629946,R018XA999CA,460926
635709,F022AI201CA,462464
641402,R018XC999CA,464457
641402,R018XC999CA,2370792
627727,R018XA999CA,460134
629947,R018XA999CA,460927
635710,F022AI201CA,462465
641405,R018XC999CA,464458
641405,F018XC201CA,2370793
629948,R018XA999CA,460928
641408,F018XC201CA,464459
641408,R018XC999CA,2370794
627892,F018XI205CA,460254
635711,F022AI201CA,462466
627729,R018XA999CA,460136
627894,F018XI205CA,460255
635715,F022AI201CA,462467
641411,F018XC201CA,464460
641411,R018XC999CA,2370795
635716,F022AI201CA,462468
641414,F018XC201CA,464461
641417,F018XC201CA,464462
641417,F018XC201CA,2370796
635720,R018XI999CA,462469
627732,R018XA999CA,460138
627733,R018XA999CA,460139
635721,F022AI202CA,462470
627896,R018XI999CA,460256
627899,R018XI999CA,460257
635340,R018XI999CA,462292
635723,F022AI202CA,462471
635345,R018XI999CA,462293
635725,F022AI202CA,462472
635350,R018XI999CA,462294
635727,F022AI201CA,462473
627736,R018XA999CA,460142
627737,R018XA999CA,460143
627738,R018XA999CA,460144
635729,R018XI999CA,462474
641420,R018XC999CA,464463
635731,R018XI111CA,462475
635361,F018XI201CA,462297
627739,F018XA202CA,460145
629955,F018XA202CA,460933
635365,F018XI201CA,462298
627740,F018XA202CA,460146
629956,F018XA202CA,460934
635737,R018XI999CA,462478
635368,F018XI201CA,462299
635744,R018XI999CA,462481
640882,R018XC107CA,464261
635745,R018XI999CA,462482
635747,R018XI999CA,462483
2206341,R018XA999CA,2766101
637808,R018XI999CA,463302
637812,R018XI999CA,463303
638168,R018XY999CA,463517
2206341,R018XA999CA,2766100
637816,F018XI205CA,463304
627745,R018XA999CA,460151
635748,F022AI201CA,462484
627747,R018XA999CA,460152
629962,R018XA103CA,460940
629964,R018XA103CA,460941
629966,R018XA999CA,460942
629968,R018XA999CA,460943
638173,R018XC999CA,463522
627750,R018XA102CA,460155
627751,R018XA102CA,460156
629970,R018XA999CA,460944
638174,F018XC201CA,463523
629972,R018XA999CA,460945
641441,R018XC999CA,464473
640882,F018XC999CA,2370786
637768,R018XC999CA,463294
641216,R018XC103CA,464389
641219,R018XC103CA,464390
638177,F018XC201CA,463525
637773,R018XC999CA,463295
641221,R018XC103CA,464391
641444,R018XC103CA,464474
629976,R018XA999CA,460947
629979,R018XA103CA,460948
641462,R018XC999CA,464479
641462,R018XC999CA,2370797
629981,R018XA103CA,460949
629984,R018XA103CA,460950
641448,R018XC103CA,464475
638183,R018XY999CA,463528
641468,F018XC201CA,464481
641468,F018XC201CA,1674962
641470,F018XC201CA,464482
629988,F018XA202CA,460951
641472,F018XC201CA,464483
641475,F018XC201CA,464484
641475,F018XC201CA,2370798
641477,F018XC201CA,464485
641479,F018XC201CA,464486
627903,F018XI205CA,460260
637461,R018XY999CA,463188
629990,R018XA999CA,460952
629991,R018XA999CA,460953
629992,R018XA102CA,460954
636082,R018XI999CA,462723
638199,R018XC999CA,463533
638200,R018XC999CA,463534
627904,F018XI205CA,460261
627906,R018XI999CA,460262
636083,R018XI999CA,462724
629993,R018XA999CA,460955
638201,R018XC999CA,463535
641493,R018XC999CA,464491
641495,R018XC999CA,464492
641498,R018XC999CA,464493
641500,R018XC999CA,464494
638203,R018XY999CA,463536
629994,R018XA102CA,460956
638204,R018XY999CA,463537
641502,R018XC999CA,464495
629995,R018XA102CA,460957
641504,F018XC201CA,464496
641506,F018XC201CA,464497
641506,F018XC201CA,1674963
641509,F018XC201CA,464498
641509,F018XC201CA,2370799
641512,F018XC201CA,464499
641512,R018XC999CA,1674964
641512,F018XC201CA,2370801
641515,F018XC201CA,464500
641519,F018XC201CA,464501
641519,F018XC201CA,2370802
641528,R018XY999CA,464504
638208,R018XY999CA,463540
641531,R018XY999CA,464505
641534,R018XY999CA,464506
641537,R018XY999CA,464507
641539,R018XY999CA,464508
641522,F018XC201CA,464502
641541,R018XY999CA,464509
641525,F018XC201CA,464503
638211,R018XY999CA,463542
641544,R018XY999CA,464510
641544,R018XY999CA,2370803
629999,R018XY999CA,460961
638212,R018XY999CA,463543
638212,R018XY999CA,1675006
2406351,R018XY999CA,460157
627753,R018XY999CA,460158
637778,R018XC999CA,463296
637783,R018XC999CA,463297
628566,R018XI999CA,460457
641598,R018XC105CA,464528
628570,F018XI205CA,460458
627754,R018XY999CA,460159
641455,R018XC103CA,464477
641458,R018XC103CA,464478
628570,F018XI205CA,640468
638336,R018XC105CA,463579
638342,R018XC105CA,463580
638573,R018XC105CA,463621
628574,R018XI999CA,460459
2406355,R018XY999CA,460962
638578,R018XC105CA,463622
638583,R018XC105CA,463623
638610,R018XC105CA,463628
628578,R018XI999CA,460460
628587,R018XI999CA,460462
628593,R018XI999CA,460463
2528831,F018XI200CA,2924739
640770,R018XC105CA,1674957
640778,R018XC105CA,1674958
641155,R018XC105CA,2370789
630003,R018XY999CA,460965
641466,R018XC103CA,464480
628570,R022AX999CA,1408126
637821,R018XI999CA,463306
628578,R018XI999CA,767855
627756,R018XA999CA,460161
638220,R018XC999CA,463550
638222,R018XC999CA,463551
627758,R018XA999CA,460162
627760,R018XA999CA,460163
637473,R018XI163CA,463199
637475,R018XI163CA,463200
637477,R018XI163CA,463201
637479,R018XI163CA,463202
627762,R018XA999CA,460164
630005,R018XA999CA,460967
637481,R018XI999CA,463203
641616,F018XC201CA,464535
641616,F018XC201CA,2370804
637483,R018XI999CA,463205
637484,R018XI999CA,463206
636095,F018XI200CA,462733
641619,F018XC201CA,464536
637485,R018XI999CA,463207
635379,R018XI999CA,462303
641622,F018XC201CA,464537
636097,R018XI163CA,462734
641625,F018XC201CA,464538
636099,F018XI200CA,462735
637487,R018XI999CA,463209
637488,R018XI999CA,463210
637489,R018XI999CA,463211
637490,R018XI999CA,463212
638224,R018XC999CA,463552
636100,R018XI999CA,462736
637491,R018XI999CA,463213
636101,R018XI999CA,462737
637493,R018XC999CA,463214
636103,R018XI999CA,462739
636104,R018XI999CA,462740
637495,R018XI999CA,463215
638230,R018XC999CA,463555
630010,R018XA999CA,460970
637496,R018XI999CA,463216
637498,R018XI999CA,463218
636108,R018XI999CA,462743
638234,R018XC999CA,463557
638235,R018XC999CA,463557
638237,R018XC999CA,463558
641628,F018XC201CA,464539
637499,R018XI999CA,463219
636112,R018XI999CA,462745
637500,R018XI999CA,463220
638240,R018XC999CA,463559
636113,R018XI999CA,462746
638245,R018XY999CA,463561
636114,R018XI999CA,462747
637502,R018XI999CA,463222
637503,R018XI999CA,463223
